aX,aY,aZ,gX,gY,gZ
0.397,0.892,-0.198,-74.646,24.658,-62.439
0.336,0.905,-0.162,-66.589,44.250,-57.068
0.292,0.888,-0.094,-53.528,61.707,-54.443
0.254,0.882,0.015,-34.485,76.355,-51.086
0.304,0.840,0.174,-13.306,83.618,-45.898
0.354,0.779,0.331,6.836,77.698,-37.415
0.357,0.641,0.499,26.123,51.758,-24.292
0.297,0.491,0.617,43.152,10.864,-8.118
0.252,0.351,0.731,54.260,-31.555,5.554
0.190,0.274,0.779,58.044,-59.082,14.771
0.152,0.193,0.781,57.495,-70.923,17.639
0.099,0.179,0.708,58.105,-70.496,18.616
0.041,0.190,0.655,62.317,-61.707,21.179
-0.003,0.244,0.522,66.101,-47.852,24.536
-0.043,0.316,0.435,69.336,-36.621,27.466
-0.059,0.356,0.382,71.533,-27.222,30.090
-0.030,0.353,0.400,70.435,-15.381,32.532
0.062,0.330,0.446,62.317,1.709,35.706
0.147,0.290,0.580,48.096,19.226,42.603
0.221,0.236,0.781,32.654,34.546,51.147
0.237,0.174,0.960,18.677,42.664,57.800
0.262,0.114,1.086,10.620,39.734,60.242
0.275,0.080,1.127,6.836,30.579,61.157
0.255,0.019,1.144,8.728,19.348,55.847
0.236,-0.006,1.123,14.587,6.287,47.852
0.232,0.025,1.080,20.630,-7.019,39.795
0.234,0.069,1.005,27.832,-19.165,31.128
0.223,0.117,0.927,37.476,-28.748,25.085
0.218,0.117,0.908,48.645,-36.560,21.545
0.196,0.070,0.920,54.993,-41.077,19.287
0.152,0.019,0.961,53.162,-40.527,17.151
0.141,-0.004,1.005,44.006,-36.072,15.198
0.158,0.001,1.060,30.273,-25.696,12.634
0.159,0.010,1.067,15.198,-12.878,11.719

0.162,-0.027,0.872,-5.005,11.230,13.306
0.185,-0.034,0.856,-4.639,15.808,14.282
0.206,-0.056,0.852,-3.662,19.165,15.869
0.214,-0.078,0.861,-3.723,21.423,17.639
0.215,-0.109,0.866,-4.150,22.400,19.592
0.203,-0.157,0.848,-4.639,21.423,21.973
0.198,-0.222,0.817,-4.578,19.226,23.743
0.196,-0.305,0.778,-2.686,16.418,24.780
0.178,-0.404,0.731,-0.122,12.451,23.926
0.172,-0.521,0.658,0.916,6.775,20.020
0.179,-0.646,0.567,2.563,0.977,13.733
0.180,-0.716,0.476,7.202,-4.089,6.165
0.204,-0.775,0.382,15.747,-8.911,-3.113
0.244,-0.828,0.292,26.489,-12.939,-14.954
0.314,-0.883,0.196,38.086,-15.503,-26.550
0.392,-0.906,0.098,48.096,-17.639,-34.790
0.471,-0.901,0.009,55.115,-20.386,-39.246
0.520,-0.917,-0.068,60.791,-24.597,-39.734
0.531,-0.953,-0.131,64.819,-30.334,-36.438
0.529,-0.974,-0.216,67.139,-35.950,-28.870
0.501,-0.981,-0.329,67.871,-41.748,-19.104
0.455,-1.023,-0.471,68.787,-46.021,-9.888
0.383,-1.067,-0.622,69.824,-46.997,-0.793
0.257,-1.103,-0.680,67.688,-40.100,5.066
0.136,-1.075,-0.799,63.171,-27.344,9.460
0.073,-0.988,-0.859,64.209,-11.597,14.771
-0.000,-0.876,-0.825,70.129,6.042,17.883
-0.060,-0.784,-0.802,79.163,26.001,17.700
-0.104,-0.669,-0.787,87.646,44.250,14.587
-0.132,-0.516,-0.771,93.201,62.195,8.301
-0.135,-0.372,-0.682,100.952,77.637,3.540
-0.160,-0.238,-0.521,114.868,90.454,0.854
-0.140,-0.098,-0.244,130.432,103.699,-2.625
-0.052,0.005,0.195,146.790,115.051,-3.357
0.012,0.003,0.741,158.142,128.174,0.732
0.128,-0.069,1.221,156.006,148.132,10.498
0.414,-0.144,1.629,142.639,172.546,25.940
0.633,-0.274,2.126,126.221,195.496,44.678
0.875,-0.439,2.601,109.863,217.163,61.340
1.292,-0.795,3.048,93.872,244.568,75.317
1.379,-1.026,3.559,58.960,223.206,75.928
1.407,-1.164,3.870,25.696,201.355,78.552
1.480,-1.370,3.960,2.441,198.181,80.017
1.501,-1.405,3.934,-31.372,189.819,75.317
1.494,-1.314,3.850,-67.322,172.729,66.589
1.591,-1.288,3.760,-88.440,151.917,52.979
1.613,-1.306,3.711,-103.943,117.493,34.546
1.649,-1.252,3.527,-119.934,73.547,11.475
1.612,-1.176,3.356,-126.526,27.283,-11.047
1.595,-1.063,3.208,-125.671,-11.230,-22.400
1.522,-1.027,3.080,-126.282,-31.250,-22.888
1.502,-0.969,2.818,-135.559,-38.940,-26.733
1.293,-0.917,2.586,-147.461,-59.082,-31.738
1.085,-0.881,2.288,-153.992,-77.942,-32.349
0.919,-0.936,2.029,-153.381,-83.618,-33.936
0.713,-1.000,1.827,-148.499,-84.106,-38.330
0.547,-1.030,1.680,-139.771,-88.501,-47.058
0.396,-1.139,1.663,-125.122,-93.079,-60.364
0.316,-1.138,1.650,-110.474,-98.389,-77.881
0.298,-1.034,1.590,-98.511,-111.206,-98.389
0.335,-0.993,1.504,-86.304,-125.916,-119.141
0.410,-0.946,1.397,-75.867,-134.094,-134.460
0.475,-0.836,1.294,-70.679,-135.986,-140.503
0.529,-0.704,1.158,-74.036,-135.193,-137.878
0.553,-0.557,1.003,-85.327,-131.958,-127.869
0.530,-0.434,0.851,-102.417,-125.366,-109.680
0.513,-0.445,0.743,-121.887,-112.427,-83.923
0.414,-0.578,0.724,-143.616,-93.811,-59.204
0.340,-0.756,0.780,-160.461,-79.651,-52.368
0.207,-0.788,0.752,-164.062,-74.829,-76.416
0.016,-0.603,0.633,-148.987,-83.801,-124.390
0.045,-0.416,0.436,-116.211,-109.314,-171.753
0.281,-0.263,0.140,-81.909,-147.278,-198.730
0.755,0.190,-0.232,-63.354,-184.937,-198.181
1.228,0.811,-0.546,-62.256,-200.256,-167.847
1.485,1.248,-0.771,-71.655,-190.918,-116.943
1.459,1.256,-0.915,-82.703,-166.138,-55.908
1.533,1.371,-0.748,-98.633,-120.483,10.132
1.396,0.953,-0.496,-103.699,-54.443,28.320
0.997,0.819,-0.378,-113.525,-11.902,-2.319
0.530,0.881,-0.411,-111.389,-7.141,-40.161
0.129,0.827,-0.442,-88.562,-19.653,-59.937
-0.126,0.786,-0.463,-67.932,-27.222,-62.012
-0.213,0.867,-0.557,-64.087,-22.400,-52.673
-0.190,0.964,-0.614,-67.139,-5.371,-42.358
-0.206,1.067,-0.701,-63.110,11.230,-32.410
-0.252,1.155,-0.681,-43.579,26.978,-23.132
-0.244,0.998,-0.553,-16.846,37.415,-17.090
-0.306,0.631,-0.359,3.479,48.462,-10.742
-0.356,0.307,-0.095,10.620,71.777,-11.230
-0.343,0.100,0.227,9.033,96.008,-18.799
-0.282,-0.054,0.522,8.362,105.896,-28.687
-0.164,-0.135,0.742,11.841,96.558,-39.551
-0.033,-0.142,0.872,18.066,71.472,-50.049
0.118,-0.066,0.903,24.231,39.612,-58.167
0.299,0.070,0.863,26.794,12.390,-63.721
0.428,0.168,0.860,26.123,-2.441,-64.270
0.533,0.266,0.879,23.621,-6.226,-56.580
0.591,0.308,0.901,18.921,-7.202,-42.725
0.561,0.257,0.893,12.207,-6.104,-25.085
0.465,0.159,0.902,1.953,0.671,-7.080
0.312,0.052,0.961,-12.695,12.939,9.155
0.214,-0.027,0.993,-28.870,26.855,22.827
0.168,-0.048,0.979,-39.612,35.889,29.846
0.166,-0.011,0.962,-40.527,36.987,28.198
0.205,0.049,0.971,-33.020,32.104,20.081
0.260,0.115,0.967,-21.179,23.254,11.536
0.301,0.167,0.989,-7.507,11.597,5.859
0.372,0.212,1.029,4.028,0.671,2.625
0.410,0.238,1.036,13.428,-8.423,1.587
0.391,0.202,1.007,23.071,-17.761,4.150
0.320,0.118,1.041,30.029,-25.940,9.216
0.271,0.046,1.058,27.954,-29.175,14.221
0.234,0.046,1.039,18.372,-26.123,17.517
0.214,0.036,1.003,9.094,-18.372,19.104
0.185,0.058,1.004,3.601,-12.085,19.409
0.192,0.131,1.008,2.686,-6.897,17.334
0.239,0.142,1.004,3.723,-1.099,11.292
0.256,0.164,1.025,7.690,1.343,8.850
