aX,aY,aZ,gX,gY,gZ
0.528,-1.147,-1.412,-17.944,12.085,17.700
0.552,-1.221,-1.406,5.798,7.812,-5.920
0.534,-1.210,-1.456,25.085,-0.122,-26.733
0.495,-1.130,-1.498,44.312,-11.108,-41.626
0.467,-1.066,-1.519,63.477,-22.278,-48.340
0.427,-1.069,-1.549,77.759,-30.273,-46.265
0.372,-1.143,-1.567,84.534,-33.142,-36.377
0.304,-1.304,-1.559,83.984,-28.442,-21.423
0.183,-1.447,-1.505,74.890,-14.282,-6.470
-0.077,-1.590,-1.400,56.946,7.996,3.357
-0.388,-1.866,-1.376,33.264,36.133,5.554
-0.619,-2.200,-1.442,5.066,67.383,-4.333
-0.787,-2.475,-1.525,-25.330,105.469,-31.311
-0.908,-2.699,-1.602,-50.842,149.475,-73.486
-0.890,-2.857,-1.608,-64.636,190.369,-118.713
-0.666,-2.924,-1.668,-69.336,214.966,-164.673
-0.284,-2.751,-1.844,-65.369,219.482,-211.426
0.346,-2.394,-2.088,-48.096,210.937,-249.878
1.105,-1.832,-2.232,-17.456,202.393,-273.132
1.732,-1.187,-2.096,18.677,204.285,-281.616
2.094,-0.771,-1.630,47.058,227.844,-278.870
2.671,-0.199,-0.858,43.335,280.640,-273.071
3.404,0.571,0.181,10.193,344.849,-266.907
4.000,1.504,1.010,-25.024,389.160,-259.033
4.000,2.593,1.850,-34.973,396.362,-254.700
4.000,3.152,3.021,2.747,375.366,-250.061
4.000,3.375,4.000,42.664,354.736,-231.079
4.000,3.270,4.000,38.330,327.881,-188.416
4.000,2.960,4.000,-20.874,292.175,-117.615
3.971,2.654,4.000,-111.572,248.535,-46.509
3.312,2.382,4.000,-180.115,199.768,-4.211
2.602,2.031,4.000,-200.317,138.123,18.372
2.123,1.757,3.976,-192.261,79.346,29.297
1.722,1.429,3.545,-182.007,33.936,35.767
1.318,1.054,3.176,-175.171,2.380,45.959
0.928,0.761,2.774,-172.729,-22.278,53.955
0.653,0.567,2.376,-169.739,-42.969,56.213
0.486,0.451,2.006,-160.217,-59.998,56.458
0.397,0.395,1.729,-142.822,-73.120,56.763
0.339,0.389,1.506,-119.873,-82.825,56.213
0.308,0.403,1.336,-90.881,-91.980,53.040

-0.171,-0.142,0.920,-9.949,-14.771,-3.357
-0.184,-0.130,0.913,-15.564,-12.634,-0.549
-0.193,-0.119,0.902,-21.423,-10.437,1.648
-0.198,-0.105,0.885,-26.672,-7.324,4.272
-0.202,-0.086,0.870,-30.029,-4.333,6.287
-0.202,-0.076,0.859,-30.518,-2.136,7.568
-0.200,-0.075,0.850,-28.931,-0.732,7.935
-0.202,-0.080,0.859,-24.414,-0.061,7.935
-0.197,-0.078,0.871,-19.287,0.366,6.592
-0.195,-0.073,0.884,-14.404,0.305,4.517
-0.188,-0.069,0.888,-10.254,-0.244,2.808
-0.187,-0.065,0.893,-6.531,-1.648,1.892
-0.188,-0.073,0.900,-4.761,-2.747,1.770
-0.189,-0.083,0.906,-4.761,-3.052,1.709
-0.186,-0.085,0.905,-6.836,-2.319,1.587
-0.185,-0.091,0.908,-9.644,-1.282,1.892
-0.177,-0.088,0.899,-13.977,-0.122,2.808
-0.168,-0.072,0.886,-18.738,1.038,3.601
-0.160,-0.047,0.864,-23.560,2.197,4.639
-0.160,-0.019,0.837,-28.015,2.991,6.287
-0.145,0.009,0.812,-33.447,3.601,8.362
-0.125,0.043,0.799,-40.955,5.188,9.705
-0.125,0.067,0.783,-50.232,8.240,7.812
-0.125,0.105,0.737,-57.129,10.498,2.014
-0.139,0.151,0.657,-57.251,8.789,-8.179
-0.154,0.212,0.591,-52.673,4.028,-24.658
-0.152,0.335,0.482,-45.166,-1.709,-43.762
-0.093,0.541,0.351,-31.006,-10.437,-61.707
-0.015,0.726,0.250,-11.780,-23.376,-72.632
0.113,0.872,0.189,-1.404,-34.912,-72.937
0.218,0.995,0.146,-4.822,-39.856,-67.322
0.306,1.101,0.010,-23.499,-35.767,-58.105
0.411,1.172,-0.044,-39.063,-32.043,-47.913
0.430,1.213,-0.087,-47.180,-32.898,-42.236
0.415,1.235,-0.247,-49.255,-37.964,-48.096
0.462,1.312,-0.528,-53.894,-42.053,-63.110
0.514,1.452,-0.890,-59.021,-38.391,-78.247
0.548,1.534,-1.240,-51.819,-27.771,-86.914
0.576,1.702,-1.439,-26.672,-16.602,-88.623
0.612,1.934,-1.578,3.906,-5.676,-80.811
0.700,2.247,-1.755,42.664,7.874,-61.523
0.795,1.970,-1.850,105.835,21.240,-30.640
0.817,1.581,-1.645,169.983,20.691,-5.615
0.863,1.396,-1.360,193.115,23.132,5.066
0.961,1.391,-1.276,172.180,39.429,21.423
1.127,1.414,-1.328,146.790,61.890,55.420
1.189,1.160,-1.322,149.780,76.721,104.309
1.116,0.772,-1.263,165.771,85.632,153.687
0.990,0.376,-1.153,178.833,101.379,197.327
0.991,-0.145,-0.828,194.275,126.465,237.427
1.005,-0.734,-0.310,208.801,154.968,274.902
0.973,-1.178,0.258,207.886,184.021,304.504
1.047,-1.510,0.767,197.815,208.618,321.106
1.193,-1.875,1.202,195.557,216.248,330.383
1.255,-2.280,1.616,196.655,210.266,338.867
1.342,-2.634,2.099,184.692,208.191,347.778
1.443,-2.882,2.601,163.452,216.492,361.206
1.580,-3.114,3.142,144.043,224.243,373.535
1.790,-3.360,3.664,124.756,221.069,377.563
1.947,-3.554,4.000,101.501,204.651,367.432
1.988,-3.605,4.000,74.707,177.856,342.285
1.993,-3.479,4.000,54.749,143.799,302.856
2.024,-3.297,4.000,47.852,103.394,256.836
3.324,-3.316,3.934,51.941,62.805,215.454
1.869,-2.861,4.000,60.608,0.122,197.510
1.879,-2.823,4.000,66.711,-16.541,187.744
1.731,-2.979,4.000,44.739,-25.208,127.441
1.649,-2.766,3.855,36.438,-25.879,92.529
1.545,-2.630,3.684,48.218,-29.907,60.303
1.430,-2.512,3.461,57.556,-42.053,23.010
1.419,-2.326,3.243,56.458,-58.960,-7.996
1.341,-2.097,2.980,52.002,-89.600,-29.846
1.156,-1.939,2.674,48.462,-122.681,-45.349
0.970,-1.810,2.245,37.781,-126.404,-63.049
0.712,-1.617,1.861,20.569,-115.784,-78.735
0.622,-1.376,1.425,4.028,-95.886,-92.896
0.467,-1.053,0.981,-11.292,-74.097,-102.966
0.477,-0.747,0.651,-15.442,-67.261,-113.037
0.472,-0.502,0.469,-14.832,-61.829,-115.356
0.481,-0.333,0.381,-20.752,-51.086,-110.291
0.503,-0.253,0.332,-34.546,-36.499,-102.051
0.505,-0.132,0.143,-54.871,-21.484,-95.032
0.453,-0.167,0.136,-62.622,-23.621,-93.506
0.492,-0.229,0.100,-61.707,-30.579,-98.083
0.489,-0.240,0.143,-56.152,-47.852,-108.276
0.525,-0.274,0.233,-41.931,-74.707,-119.080
0.593,-0.352,0.295,-33.875,-98.572,-126.648
0.641,-0.404,0.310,-38.940,-116.577,-127.930
0.607,-0.433,0.252,-52.979,-125.916,-121.765
0.515,-0.461,0.166,-70.496,-126.404,-110.168
0.403,-0.472,0.006,-87.463,-123.535,-96.436
0.309,-0.497,-0.219,-98.328,-120.850,-86.548
0.236,-0.510,-0.433,-96.191,-115.967,-82.275
0.228,-0.499,-0.583,-83.801,-107.605,-81.848
0.291,-0.455,-0.653,-66.711,-97.229,-82.642
0.426,-0.386,-0.699,-52.612,-85.938,-80.566
0.599,-0.320,-0.735,-46.570,-75.317,-71.594
0.756,-0.242,-0.798,-49.438,-67.871,-54.138
0.864,-0.196,-0.905,-58.105,-62.317,-30.640
0.921,-0.161,-1.027,-70.557,-57.861,-5.981
0.928,-0.156,-1.113,-81.055,-54.749,16.968
0.864,-0.208,-1.162,-81.543,-56.274,34.912
0.773,-0.368,-1.229,-67.993,-64.148,43.762
0.606,-0.578,-1.297,-42.419,-72.937,42.908
0.350,-0.734,-1.298,-12.329,-76.172,33.203
0.094,-0.866,-1.228,15.564,-70.190,17.334
-0.107,-1.006,-1.087,39.978,-59.204,1.587
-0.283,-1.151,-1.013,55.237,-51.697,-6.897
-0.316,-1.336,-1.012,62.317,-51.453,-7.324
-0.267,-1.468,-1.112,63.049,-54.993,-2.441
-0.195,-1.520,-1.264,62.439,-60.425,-0.732
-0.088,-1.445,-1.507,67.505,-64.880,-1.343
0.025,-1.342,-1.660,88.745,-67.322,2.502
0.030,-1.513,-1.652,124.146,-71.716,18.494
0.087,-1.889,-1.579,143.066,-66.956,39.368
0.025,-2.108,-1.557,118.958,-41.687,50.354
0.042,-2.248,-1.616,64.148,2.319,47.485
0.029,-2.506,-1.743,13.184,51.270,38.818
0.013,-2.767,-1.989,-19.043,89.600,22.522
